Date;Time;U(Volts);I(Amps);P(Wt);Pnom;L(Wt/m^2);T(deg.Cels.)
2021-04-22;0:22:02;1;1;1;1;1;1
2021-04-22;0:22:32;1;1;1;1;1;1
2021-04-22;0:23:02;1;1;1;1;1;1
2021-04-22;0:23:32;1;1;1;1;1;1
2021-04-22;0:24:02;1;1;1;1;1;1
2021-04-22;0:24:32;1;1;1;1;1;1
2021-04-22;0:25:02;1;1;1;1;1;1
2021-04-22;0:25:32;1;1;1;1;1;1
2021-04-22;0:26:02;1;1;1;1;1;1
2021-04-22;0:26:32;1;1;1;1;1;1
2021-04-22;0:27:02;1;1;1;1;1;1
2021-04-22;0:27:32;1;1;1;1;1;1
2021-04-22;0:28:02;1;1;1;1;1;1
2021-04-22;0:28:32;1;1;1;1;1;1
2021-04-22;0:29:02;1;1;1;1;1;1
2021-04-22;0:29:32;1;1;1;1;1;1
2021-04-22;0:30:02;1;1;1;1;1;1
2021-04-22;0:30:32;1;1;1;1;1;1
2021-04-22;0:31:02;1;1;1;1;1;1
2021-04-22;0:31:32;1;1;1;1;1;1
2021-04-22;0:32:02;1;1;1;1;1;1
2021-04-22;0:32:32;1;1;1;1;1;1
2021-04-22;0:33:02;1;1;1;1;1;1
2021-04-22;0:33:32;1;1;1;1;1;1
2021-04-22;0:34:02;1;1;1;1;1;1
2021-04-22;0:34:32;1;1;1;1;1;1
2021-04-22;0:35:02;1;1;1;1;1;1
2021-04-22;0:35:32;1;1;1;1;1;1
2021-04-22;0:36:02;1;1;1;1;1;1
2021-04-22;0:36:32;1;1;1;1;1;1
2021-04-22;0:37:02;1;1;1;1;1;1
2021-04-22;0:37:32;1;1;1;1;1;1
2021-04-22;0:38:02;1;1;1;1;1;1
2021-04-22;0:38:32;1;1;1;1;1;1
2021-04-22;0:39:02;1;1;1;1;1;1
2021-04-22;0:39:32;1;1;1;1;1;1
2021-04-22;0:40:02;1;1;1;1;1;1
2021-04-22;0:40:32;1;1;1;1;1;1
2021-04-22;0:41:02;1;1;1;1;1;1
2021-04-22;0:41:32;1;1;1;1;1;1
2021-04-22;0:42:02;1;1;1;1;1;1
2021-04-22;0:42:32;1;1;1;1;1;1
2021-04-22;0:43:02;1;1;1;1;1;1
2021-04-22;0:43:32;1;1;1;1;1;1
2021-04-22;0:44:02;1;1;1;1;1;1
2021-04-22;0:44:32;1;1;1;1;1;1
2021-04-22;0:45:02;1;1;1;1;1;1
2021-04-22;0:45:32;1;1;1;1;1;1
2021-04-22;0:46:02;1;1;1;1;1;1
2021-04-22;0:46:32;1;1;1;1;1;1
2021-04-22;0:47:02;1;1;1;1;1;1
2021-04-22;0:47:32;1;1;1;1;1;1
2021-04-22;0:48:02;1;1;1;1;1;1
2021-04-22;0:48:32;1;1;1;1;1;1
2021-04-22;0:49:02;1;1;1;1;1;1
2021-04-22;0:49:32;1;1;1;1;1;1
2021-04-22;0:50:02;1;1;1;1;1;1
2021-04-22;0:50:32;1;1;1;1;1;1
2021-04-22;0:51:02;1;1;1;1;1;1
2021-04-22;0:51:32;1;1;1;1;1;1
2021-04-22;0:52:02;1;1;1;1;1;1
2021-04-22;0:52:32;1;1;1;1;1;1
2021-04-22;0:53:02;1;1;1;1;1;1
2021-04-22;0:53:32;1;1;1;1;1;1
2021-04-22;0:54:02;1;1;1;1;1;1
2021-04-22;0:54:32;1;1;1;1;1;1
2021-04-22;0:55:02;1;1;1;1;1;1
2021-04-22;0:55:32;1;1;1;1;1;1
2021-04-22;0:56:02;1;1;1;1;1;1
2021-04-22;0:56:32;1;1;1;1;1;1
2021-04-22;0:57:02;1;1;1;1;1;1
2021-04-22;0:57:32;1;1;1;1;1;1
2021-04-22;0:58:02;1;1;1;1;1;1
2021-04-22;0:58:32;1;1;1;1;1;1
2021-04-22;0:59:02;1;1;1;1;1;1
2021-04-22;0:59:32;1;1;1;1;1;1
2021-04-22;1:00:02;1;1;1;1;1;1
2021-04-22;1:00:32;1;1;1;1;1;1
2021-04-22;1:01:02;1;1;1;1;1;1
2021-04-22;1:01:32;1;1;1;1;1;1
2021-04-22;1:02:02;1;1;1;1;1;1
2021-04-22;1:02:32;1;1;1;1;1;1
2021-04-22;1:03:02;1;1;1;1;1;1
2021-04-22;1:03:32;1;1;1;1;1;1
2021-04-22;1:04:02;1;1;1;1;1;1
2021-04-22;1:04:32;1;1;1;1;1;1
2021-04-22;1:05:02;1;1;1;1;1;1
2021-04-22;1:05:32;1;1;1;1;1;1
2021-04-22;1:06:02;1;1;1;1;1;1
2021-04-22;1:06:32;1;1;1;1;1;1
2021-04-22;1:07:02;1;1;1;1;1;1
2021-04-22;1:07:32;1;1;1;1;1;1
2021-04-22;1:08:02;1;1;1;1;1;1
2021-04-22;1:08:32;1;1;1;1;1;1
2021-04-22;1:09:02;1;1;1;1;1;1
2021-04-22;1:09:32;1;1;1;1;1;1
2021-04-22;1:10:02;1;1;1;1;1;1
2021-04-22;1:10:32;1;1;1;1;1;1
2021-04-22;1:11:02;1;1;1;1;1;1
2021-04-22;1:11:32;1;1;1;1;1;1
2021-04-22;1:12:02;1;1;1;1;1;1
2021-04-22;1:12:32;1;1;1;1;1;1
2021-04-22;1:13:02;1;1;1;1;1;1
2021-04-22;1:13:32;1;1;1;1;1;1
2021-04-22;1:14:02;1;1;1;1;1;1
2021-04-22;1:14:32;1;1;1;1;1;1
2021-04-22;1:15:02;1;1;1;1;1;1
2021-04-22;1:15:32;1;1;1;1;1;1
2021-04-22;1:16:02;1;1;1;1;1;1
2021-04-22;1:16:32;1;1;1;1;1;1
2021-04-22;1:17:02;1;1;1;1;1;1
2021-04-22;1:17:32;1;1;1;1;1;1
2021-04-22;1:18:02;1;1;1;1;1;1
2021-04-22;1:18:32;1;1;1;1;1;1
2021-04-22;1:19:02;1;1;1;1;1;1
2021-04-22;1:19:32;1;1;1;1;1;1
2021-04-22;1:20:02;1;1;1;1;1;1
2021-04-22;1:20:32;1;1;1;1;1;1
2021-04-22;1:21:02;1;1;1;1;1;1
2021-04-22;1:21:32;1;1;1;1;1;1
2021-04-22;1:22:02;1;1;1;1;1;1
2021-04-22;1:22:32;1;1;1;1;1;1
2021-04-22;1:23:02;1;1;1;1;1;1
2021-04-22;1:23:32;1;1;1;1;1;1
2021-04-22;1:24:02;1;1;1;1;1;1
2021-04-22;1:24:32;1;1;1;1;1;1
2021-04-22;1:25:02;1;1;1;1;1;1
2021-04-22;1:25:32;1;1;1;1;1;1
2021-04-22;1:26:02;1;1;1;1;1;1
2021-04-22;1:26:32;1;1;1;1;1;1
2021-04-22;1:27:02;1;1;1;1;1;1
2021-04-22;1:27:32;1;1;1;1;1;1
2021-04-22;1:28:02;1;1;1;1;1;1
2021-04-22;1:28:32;1;1;1;1;1;1
2021-04-22;1:29:02;1;1;1;1;1;1
2021-04-22;1:29:32;1;1;1;1;1;1
2021-04-22;1:30:02;1;1;1;1;1;1
2021-04-22;1:30:32;1;1;1;1;1;1
2021-04-22;1:31:02;1;1;1;1;1;1
2021-04-22;1:31:32;1;1;1;1;1;1
2021-04-22;1:32:02;1;1;1;1;1;1
2021-04-22;1:32:32;1;1;1;1;1;1
2021-04-22;1:33:02;1;1;1;1;1;1
2021-04-22;1:33:32;1;1;1;1;1;1
2021-04-22;1:34:02;1;1;1;1;1;1
2021-04-22;1:34:32;1;1;1;1;1;1
2021-04-22;1:35:02;1;1;1;1;1;1
2021-04-22;1:35:32;1;1;1;1;1;1
2021-04-22;1:36:02;1;1;1;1;1;1
2021-04-22;1:36:32;1;1;1;1;1;1
2021-04-22;1:37:02;1;1;1;1;1;1
2021-04-22;1:37:32;1;1;1;1;1;1
2021-04-22;1:38:02;1;1;1;1;1;1
2021-04-22;1:38:32;1;1;1;1;1;1
2021-04-22;1:39:02;1;1;1;1;1;1
2021-04-22;1:39:32;1;1;1;1;1;1
2021-04-22;1:40:02;1;1;1;1;1;1
2021-04-22;1:40:32;1;1;1;1;1;1
2021-04-22;1:41:02;1;1;1;1;1;1
2021-04-22;1:41:32;1;1;1;1;1;1
2021-04-22;1:42:02;1;1;1;1;1;1
2021-04-22;1:42:32;1;1;1;1;1;1
2021-04-22;1:43:02;1;1;1;1;1;1
2021-04-22;1:43:32;1;1;1;1;1;1
2021-04-22;1:44:02;1;1;1;1;1;1
2021-04-22;1:44:32;1;1;1;1;1;1
2021-04-22;1:45:02;1;1;1;1;1;1
2021-04-22;1:45:32;1;1;1;1;1;1
2021-04-22;1:46:02;1;1;1;1;1;1
2021-04-22;1:46:32;1;1;1;1;1;1
2021-04-22;1:47:02;1;1;1;1;1;1
2021-04-22;1:47:32;1;1;1;1;1;1
2021-04-22;1:48:02;1;1;1;1;1;1
2021-04-22;1:48:32;1;1;1;1;1;1
2021-04-22;1:49:02;1;1;1;1;1;1
2021-04-22;1:49:32;1;1;1;1;1;1
2021-04-22;1:50:02;1;1;1;1;1;1
2021-04-22;1:50:32;1;1;1;1;1;1
2021-04-22;1:51:02;1;1;1;1;1;1
2021-04-22;1:51:32;1;1;1;1;1;1
2021-04-22;1:52:02;1;1;1;1;1;1
2021-04-22;1:52:32;1;1;1;1;1;1
2021-04-22;1:53:02;1;1;1;1;1;1
2021-04-22;1:53:32;1;1;1;1;1;1
2021-04-22;1:54:02;1;1;1;1;1;1
2021-04-22;1:54:32;1;1;1;1;1;1
2021-04-22;1:55:02;1;1;1;1;1;1
2021-04-22;1:55:32;1;1;1;1;1;1
2021-04-22;1:56:02;1;1;1;1;1;1
2021-04-22;1:56:32;1;1;1;1;1;1
2021-04-22;1:57:02;1;1;1;1;1;1
2021-04-22;1:57:32;1;1;1;1;1;1
2021-04-22;1:58:02;1;1;1;1;1;1
2021-04-22;1:58:32;1;1;1;1;1;1
2021-04-22;1:59:02;1;1;1;1;1;1
2021-04-22;1:59:32;1;1;1;1;1;1
2021-04-22;2:00:02;1;1;1;1;1;1
2021-04-22;2:00:32;1;1;1;1;1;1
2021-04-22;2:01:02;1;1;1;1;1;1
2021-04-22;2:01:32;1;1;1;1;1;1
2021-04-22;2:02:02;1;1;1;1;1;1
2021-04-22;2:02:32;1;1;1;1;1;1
2021-04-22;2:03:02;1;1;1;1;1;1
2021-04-22;2:03:32;1;1;1;1;1;1
2021-04-22;2:04:02;1;1;1;1;1;1
2021-04-22;2:04:32;1;1;1;1;1;1
2021-04-22;2:05:02;1;1;1;1;1;1
2021-04-22;2:05:32;1;1;1;1;1;1
2021-04-22;2:06:02;1;1;1;1;1;1
2021-04-22;2:06:32;1;1;1;1;1;1
2021-04-22;2:07:02;1;1;1;1;1;1
2021-04-22;2:07:32;1;1;1;1;1;1
2021-04-22;2:08:02;1;1;1;1;1;1
2021-04-22;2:08:32;1;1;1;1;1;1
2021-04-22;2:09:02;1;1;1;1;1;1
2021-04-22;2:09:32;1;1;1;1;1;1
2021-04-22;2:10:02;1;1;1;1;1;1
2021-04-22;2:10:32;1;1;1;1;1;1
2021-04-22;2:11:02;1;1;1;1;1;1
2021-04-22;2:11:32;1;1;1;1;1;1
2021-04-22;2:12:02;1;1;1;1;1;1
2021-04-22;2:12:32;1;1;1;1;1;1
2021-04-22;2:13:02;1;1;1;1;1;1
2021-04-22;2:13:32;1;1;1;1;1;1
2021-04-22;2:14:02;1;1;1;1;1;1
2021-04-22;2:14:32;1;1;1;1;1;1
2021-04-22;2:15:02;1;1;1;1;1;1
2021-04-22;2:15:32;1;1;1;1;1;1
2021-04-22;2:16:02;1;1;1;1;1;1
2021-04-22;2:16:32;1;1;1;1;1;1
2021-04-22;2:17:02;1;1;1;1;1;1
2021-04-22;2:17:32;1;1;1;1;1;1
2021-04-22;2:18:02;1;1;1;1;1;1
2021-04-22;2:18:32;1;1;1;1;1;1
2021-04-22;2:19:02;1;1;1;1;1;1
2021-04-22;2:19:32;1;1;1;1;1;1
2021-04-22;2:20:02;1;1;1;1;1;1
2021-04-22;2:20:32;1;1;1;1;1;1
2021-04-22;2:21:02;1;1;1;1;1;1
2021-04-22;2:21:32;1;1;1;1;1;1
2021-04-22;2:22:02;1;1;1;1;1;1
2021-04-22;2:22:32;1;1;1;1;1;1
2021-04-22;2:23:02;1;1;1;1;1;1
2021-04-22;2:23:32;1;1;1;1;1;1
2021-04-22;2:24:02;1;1;1;1;1;1
2021-04-22;2:24:32;1;1;1;1;1;1
2021-04-22;2:25:02;1;1;1;1;1;1
2021-04-22;2:25:32;1;1;1;1;1;1
2021-04-22;2:26:02;1;1;1;1;1;1
2021-04-22;2:26:32;1;1;1;1;1;1
2021-04-22;2:27:02;1;1;1;1;1;1
2021-04-22;2:27:32;1;1;1;1;1;1
2021-04-22;2:28:02;1;1;1;1;1;1
2021-04-22;2:28:32;1;1;1;1;1;1
2021-04-22;2:29:02;1;1;1;1;1;1
2021-04-22;2:29:32;1;1;1;1;1;1
2021-04-22;2:30:02;1;1;1;1;1;1
2021-04-22;2:30:32;1;1;1;1;1;1
2021-04-22;2:31:02;1;1;1;1;1;1
2021-04-22;2:31:32;1;1;1;1;1;1
2021-04-22;2:32:02;1;1;1;1;1;1
2021-04-22;2:32:32;1;1;1;1;1;1
2021-04-22;2:33:02;1;1;1;1;1;1
2021-04-22;2:33:32;1;1;1;1;1;1
2021-04-22;2:34:02;1;1;1;1;1;1
2021-04-22;2:34:32;1;1;1;1;1;1
2021-04-22;2:35:02;1;1;1;1;1;1
2021-04-22;2:35:32;1;1;1;1;1;1
2021-04-22;2:36:02;1;1;1;1;1;1
2021-04-22;2:36:32;1;1;1;1;1;1
2021-04-22;2:37:02;1;1;1;1;1;1
2021-04-22;2:37:32;1;1;1;1;1;1
2021-04-22;2:38:02;1;1;1;1;1;1
2021-04-22;2:38:32;1;1;1;1;1;1
2021-04-22;2:39:02;1;1;1;1;1;1
2021-04-22;2:39:32;1;1;1;1;1;1
2021-04-22;2:40:02;1;1;1;1;1;1
2021-04-22;2:40:32;1;1;1;1;1;1
2021-04-22;2:41:02;1;1;1;1;1;1
2021-04-22;2:41:32;1;1;1;1;1;1
2021-04-22;2:42:02;1;1;1;1;1;1
2021-04-22;2:42:32;1;1;1;1;1;1
2021-04-22;2:43:02;1;1;1;1;1;1
2021-04-22;2:43:32;1;1;1;1;1;1
2021-04-22;2:44:02;1;1;1;1;1;1
2021-04-22;2:44:32;1;1;1;1;1;1
2021-04-22;2:45:02;1;1;1;1;1;1
2021-04-22;2:45:32;1;1;1;1;1;1
2021-04-22;2:46:02;1;1;1;1;1;1
2021-04-22;2:46:32;1;1;1;1;1;1
2021-04-22;2:47:02;1;1;1;1;1;1
2021-04-22;2:47:32;1;1;1;1;1;1
2021-04-22;2:48:02;1;1;1;1;1;1
2021-04-22;2:48:32;1;1;1;1;1;1
2021-04-22;2:49:02;1;1;1;1;1;1
2021-04-22;2:49:32;1;1;1;1;1;1
2021-04-22;2:50:02;1;1;1;1;1;1
2021-04-22;2:50:32;1;1;1;1;1;1
2021-04-22;2:51:02;1;1;1;1;1;1
2021-04-22;2:51:32;1;1;1;1;1;1
2021-04-22;2:52:02;1;1;1;1;1;1
2021-04-22;2:52:32;1;1;1;1;1;1
2021-04-22;2:53:02;1;1;1;1;1;1
2021-04-22;2:53:32;1;1;1;1;1;1
2021-04-22;2:54:02;1;1;1;1;1;1
2021-04-22;2:54:32;1;1;1;1;1;1
2021-04-22;2:55:02;1;1;1;1;1;1
2021-04-22;2:55:32;1;1;1;1;1;1
2021-04-22;2:56:02;1;1;1;1;1;1
2021-04-22;2:56:32;1;1;1;1;1;1
2021-04-22;2:57:02;1;1;1;1;1;1
2021-04-22;2:57:32;1;1;1;1;1;1
2021-04-22;2:58:02;1;1;1;1;1;1
2021-04-22;2:58:32;1;1;1;1;1;1
2021-04-22;2:59:02;1;1;1;1;1;1
2021-04-22;2:59:32;1;1;1;1;1;1
2021-04-22;3:00:02;1;1;1;1;1;1
2021-04-22;3:00:32;1;1;1;1;1;1
2021-04-22;3:01:02;1;1;1;1;1;1
2021-04-22;3:01:32;1;1;1;1;1;1
2021-04-22;3:02:02;1;1;1;1;1;1
2021-04-22;3:02:32;1;1;1;1;1;1
2021-04-22;3:03:02;1;1;1;1;1;1
2021-04-22;3:03:32;1;1;1;1;1;1
2021-04-22;3:04:02;1;1;1;1;1;1
2021-04-22;3:04:32;1;1;1;1;1;1
2021-04-22;3:05:02;1;1;1;1;1;1
2021-04-22;3:05:32;1;1;1;1;1;1
2021-04-22;3:06:02;1;1;1;1;1;1
2021-04-22;3:06:32;1;1;1;1;1;1
2021-04-22;3:07:02;1;1;1;1;1;1
2021-04-22;3:07:32;1;1;1;1;1;1
2021-04-22;3:08:02;1;1;1;1;1;1
2021-04-22;3:08:32;1;1;1;1;1;1
2021-04-22;3:09:02;1;1;1;1;1;1
2021-04-22;3:09:32;1;1;1;1;1;1
2021-04-22;3:10:02;1;1;1;1;1;1
2021-04-22;3:10:32;1;1;1;1;1;1
2021-04-22;3:11:02;1;1;1;1;1;1
2021-04-22;3:11:32;1;1;1;1;1;1
2021-04-22;3:12:02;1;1;1;1;1;1
2021-04-22;3:12:32;1;1;1;1;1;1
2021-04-22;3:13:02;1;1;1;1;1;1
2021-04-22;3:13:32;1;1;1;1;1;1
2021-04-22;3:14:02;1;1;1;1;1;1
2021-04-22;3:14:32;1;1;1;1;1;1
2021-04-22;3:15:02;1;1;1;1;1;1
2021-04-22;3:15:32;1;1;1;1;1;1
2021-04-22;3:16:02;1;1;1;1;1;1
2021-04-22;3:16:32;1;1;1;1;1;1
2021-04-22;3:17:02;1;1;1;1;1;1
2021-04-22;3:17:32;1;1;1;1;1;1
2021-04-22;3:18:02;1;1;1;1;1;1
2021-04-22;3:18:32;1;1;1;1;1;1
2021-04-22;3:19:02;1;1;1;1;1;1
2021-04-22;3:19:32;1;1;1;1;1;1
2021-04-22;3:20:02;1;1;1;1;1;1
2021-04-22;3:20:32;1;1;1;1;1;1
2021-04-22;3:21:02;1;1;1;1;1;1
2021-04-22;3:21:32;1;1;1;1;1;1
2021-04-22;3:22:02;1;1;1;1;1;1
2021-04-22;3:22:32;1;1;1;1;1;1
2021-04-22;3:23:02;1;1;1;1;1;1
2021-04-22;3:23:32;1;1;1;1;1;1
2021-04-22;3:24:02;1;1;1;1;1;1
2021-04-22;3:24:32;1;1;1;1;1;1
2021-04-22;3:25:02;1;1;1;1;1;1
2021-04-22;3:25:32;1;1;1;1;1;1
2021-04-22;3:26:02;1;1;1;1;1;1
2021-04-22;3:26:32;1;1;1;1;1;1
2021-04-22;3:27:02;1;1;1;1;1;1
2021-04-22;3:27:32;1;1;1;1;1;1
2021-04-22;3:28:02;1;1;1;1;1;1
2021-04-22;3:28:32;1;1;1;1;1;1
2021-04-22;3:29:02;1;1;1;1;1;1
2021-04-22;3:29:32;1;1;1;1;1;1
2021-04-22;3:30:02;1;1;1;1;1;1
2021-04-22;3:30:32;1;1;1;1;1;1
2021-04-22;3:31:02;1;1;1;1;1;1
2021-04-22;3:31:32;1;1;1;1;1;1
2021-04-22;3:32:02;1;1;1;1;1;1
2021-04-22;3:32:32;1;1;1;1;1;1
2021-04-22;3:33:02;1;1;1;1;1;1
2021-04-22;3:33:32;1;1;1;1;1;1
2021-04-22;3:34:02;1;1;1;1;1;1
2021-04-22;3:34:32;1;1;1;1;1;1
2021-04-22;3:35:02;1;1;1;1;1;1
2021-04-22;3:35:32;1;1;1;1;1;1
2021-04-22;3:36:02;1;1;1;1;1;1
2021-04-22;3:36:32;1;1;1;1;1;1
2021-04-22;3:37:02;1;1;1;1;1;1
2021-04-22;3:37:32;1;1;1;1;1;1
2021-04-22;3:38:02;1;1;1;1;1;1
2021-04-22;3:38:32;1;1;1;1;1;1
2021-04-22;3:39:02;1;1;1;1;1;1
2021-04-22;3:39:32;1;1;1;1;1;1
2021-04-22;3:40:02;1;1;1;1;1;1
2021-04-22;3:40:32;1;1;1;1;1;1
2021-04-22;3:41:02;1;1;1;1;1;1
2021-04-22;3:41:32;1;1;1;1;1;1
2021-04-22;3:42:02;1;1;1;1;1;1
2021-04-22;3:42:32;1;1;1;1;1;1
2021-04-22;3:43:02;1;1;1;1;1;1
2021-04-22;3:43:32;1;1;1;1;1;1
2021-04-22;3:44:02;1;1;1;1;1;1
2021-04-22;3:44:32;1;1;1;1;1;1
2021-04-22;3:45:02;1;1;1;1;1;1
2021-04-22;3:45:32;1;1;1;1;1;1
2021-04-22;3:46:02;1;1;1;1;1;1
2021-04-22;3:46:32;1;1;1;1;1;1
2021-04-22;3:47:02;1;1;1;1;1;1
2021-04-22;3:47:32;1;1;1;1;1;1
2021-04-22;3:48:02;1;1;1;1;1;1
2021-04-22;3:48:32;1;1;1;1;1;1
2021-04-22;3:49:02;1;1;1;1;1;1
2021-04-22;3:49:32;1;1;1;1;1;1
2021-04-22;3:50:02;1;1;1;1;1;1
2021-04-22;3:50:32;1;1;1;1;1;1
2021-04-22;3:51:02;1;1;1;1;1;1
2021-04-22;3:51:32;1;1;1;1;1;1
2021-04-22;3:52:02;1;1;1;1;1;1
2021-04-22;3:52:32;1;1;1;1;1;1
2021-04-22;3:53:02;1;1;1;1;1;1
2021-04-22;3:53:32;1;1;1;1;1;1
2021-04-22;3:54:02;1;1;1;1;1;1
2021-04-22;3:54:32;1;1;1;1;1;1
2021-04-22;3:55:02;1;1;1;1;1;1
2021-04-22;3:55:32;1;1;1;1;1;1
2021-04-22;3:56:02;1;1;1;1;1;1
2021-04-22;3:56:32;1;1;1;1;1;1
2021-04-22;3:57:02;1;1;1;1;1;1
2021-04-22;3:57:32;1;1;1;1;1;1
2021-04-22;3:58:02;1;1;1;1;1;1
2021-04-22;3:58:32;1;1;1;1;1;1
2021-04-22;3:59:02;1;1;1;1;1;1
2021-04-22;3:59:32;1;1;1;1;1;1
2021-04-22;4:00:02;1;1;1;1;1;1
2021-04-22;4:00:32;1;1;1;1;1;1
2021-04-22;4:01:02;1;1;1;1;1;1
2021-04-22;4:01:32;1;1;1;1;1;1
2021-04-22;4:02:02;1;1;1;1;1;1
2021-04-22;4:02:32;1;1;1;1;1;1
2021-04-22;4:03:02;1;1;1;1;1;1
2021-04-22;4:03:32;1;1;1;1;1;1
2021-04-22;4:04:02;1;1;1;1;1;1
2021-04-22;4:04:32;1;1;1;1;1;1
2021-04-22;4:05:02;1;1;1;1;1;1
2021-04-22;4:05:32;1;1;1;1;1;1
2021-04-22;4:06:02;1;1;1;1;1;1
2021-04-22;4:06:32;1;1;1;1;1;1
2021-04-22;4:07:02;1;1;1;1;1;1
2021-04-22;4:07:32;1;1;1;1;1;1
2021-04-22;4:08:02;1;1;1;1;1;1
2021-04-22;4:08:32;1;1;1;1;1;1
2021-04-22;4:09:02;1;1;1;1;1;1
2021-04-22;4:09:32;1;1;1;1;1;1
2021-04-22;4:10:02;1;1;1;1;1;1
2021-04-22;4:10:32;1;1;1;1;1;1
2021-04-22;4:11:02;1;1;1;1;1;1
2021-04-22;4:11:32;1;1;1;1;1;1
2021-04-22;4:12:02;1;1;1;1;1;1
2021-04-22;4:12:32;1;1;1;1;1;1
2021-04-22;4:13:02;1;1;1;1;1;1
2021-04-22;4:13:32;1;1;1;1;1;1
2021-04-22;4:14:02;1;1;1;1;1;1
2021-04-22;4:14:32;1;1;1;1;1;1
2021-04-22;4:15:02;1;1;1;1;1;1
2021-04-22;4:15:32;1;1;1;1;1;1
2021-04-22;4:16:02;1;1;1;1;1;1
2021-04-22;4:16:32;1;1;1;1;1;1
2021-04-22;4:17:02;1;1;1;1;1;1
2021-04-22;4:17:32;1;1;1;1;1;1
2021-04-22;4:18:02;1;1;1;1;1;1
2021-04-22;4:18:32;1;1;1;1;1;1
2021-04-22;4:19:02;1;1;1;1;1;1
2021-04-22;4:19:32;1;1;1;1;1;1
2021-04-22;4:20:02;1;1;1;1;1;1
2021-04-22;4:20:32;1;1;1;1;1;1
2021-04-22;4:21:02;1;1;1;1;1;1
2021-04-22;4:21:32;1;1;1;1;1;1
2021-04-22;4:22:02;1;1;1;1;1;1
2021-04-22;4:22:32;1;1;1;1;1;1
2021-04-22;4:23:02;1;1;1;1;1;1
2021-04-22;4:23:32;1;1;1;1;1;1
2021-04-22;4:24:02;1;1;1;1;1;1
2021-04-22;4:24:32;1;1;1;1;1;1
2021-04-22;4:25:02;1;1;1;1;1;1
2021-04-22;4:25:32;1;1;1;1;1;1
2021-04-22;4:26:02;1;1;1;1;1;1
2021-04-22;4:26:32;1;1;1;1;1;1
2021-04-22;4:27:02;1;1;1;1;1;1
2021-04-22;4:27:32;1;1;1;1;1;1
2021-04-22;4:28:02;1;1;1;1;1;1
2021-04-22;4:28:32;1;1;1;1;1;1
2021-04-22;4:29:02;1;1;1;1;1;1
2021-04-22;4:29:32;1;1;1;1;1;1
2021-04-22;4:30:02;1;1;1;1;1;1
2021-04-22;4:30:32;1;1;1;1;1;1
2021-04-22;4:31:02;1;1;1;1;1;1
2021-04-22;4:31:32;1;1;1;1;1;1
2021-04-22;4:32:02;1;1;1;1;1;1
2021-04-22;4:32:32;1;1;1;1;1;1
2021-04-22;4:33:02;1;1;1;1;1;1
2021-04-22;4:33:32;1;1;1;1;1;1
2021-04-22;4:34:02;1;1;1;1;1;1
2021-04-22;4:34:32;1;1;1;1;1;1
2021-04-22;4:35:02;1;1;1;1;1;1
2021-04-22;4:35:32;1;1;1;1;1;1
2021-04-22;4:36:02;1;1;1;1;1;1
2021-04-22;4:36:32;1;1;1;1;1;1
2021-04-22;4:37:02;1;1;1;1;1;1
